Site,Reg,Clicks,Score1,VSr1,ISr1,VRr1,IRr1,FB1,Facebook1,OAuth1,login1,signin1,connect1,account1,forum1,Score2,VSr2,ISr2,VRr2,IRr2,FB2,Facebook2,OAuth2,login2,signin2,connect2,account2,forum2
http://www.pennlive.com,FALSE,2,13,-1,2,-1,2,2,1,0,0,2,0,0,0,49,0,0,0,0,0,4,0,1,0,0,0,0
http://www.telly.com,FALSE,1,14,-1,0,-1,0,1,3,0,1,1,0,0,0,,,,,,,,,,,,,
http://www.enotes.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.steadyhealth.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.memegenerator.net,TRUE,1,999,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
http://www.getitfree.us,FALSE,1,12,-1,0,-1,0,0,1,0,2,0,1,0,0,,,,,,,,,,,,,
http://www.businessconsumeralliance.org,TRUE,1,999,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
http://www.ebayclassifieds.com,FALSE,2,6,0,0,0,0,0,0,0,0,2,0,0,0,40,0,0,0,0,1,2,0,2,0,0,0,0
http://www.dailyfinance.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.thesmokinggun.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.bhg.com,TRUE,1,13,0,0,0,0,0,3,0,2,0,0,0,0,,,,,,,,,,,,,
http://www.1saleaday.com,TRUE,1,13,-1,0,-1,0,0,3,0,1,1,0,0,0,,,,,,,,,,,,,
http://www.restaurant.com,FALSE,2,10,0,0,0,0,0,0,0,3,3,0,2,0,39,0,0,0,0,0,3,0,1,0,0,0,0
http://www.spiegel.de,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ninjakiwi.com,FALSE,1,12,0,0,0,0,2,0,0,2,0,0,0,0,,,,,,,,,,,,,
http://www.relish.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.1800flowers.com,TRUE,1,11,-1,0,-1,0,1,1,0,1,0,0,0,0,,,,,,,,,,,,,
http://www.made-in-china.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.youbeauty.com,FALSE,1,13,-1,0,-1,0,0,3,0,1,1,0,0,0,,,,,,,,,,,,,
http://www.mrfood.com,FALSE,1,11,-1,0,-1,0,0,2,0,1,0,0,0,0,,,,,,,,,,,,,
http://www.redbubble.com,TRUE,2,6,-1,0,-1,0,0,0,0,1,1,0,1,0,51,0,0,0,0,1,3,0,0,3,0,0,0
http://www.411.info,FALSE,1,10,-1,0,-1,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,
http://www.listal.com,TRUE,2,6,0,0,0,0,0,0,0,2,0,0,0,0,29,0,0,0,0,1,1,1,0,0,0,0,0
http://www.discogs.com,TRUE,2,7,0,0,0,0,0,0,0,3,0,0,0,0,41,0,0,0,0,1,2,0,3,0,0,0,0
http://www.flickriver.com,TRUE,2,6,0,0,0,0,0,0,0,2,0,0,0,0,52,0,0,0,0,1,2,8,2,4,0,0,0
http://www.9gag.com,FALSE,1,17,-1,0,-1,0,0,4,0,2,0,3,0,0,,,,,,,,,,,,,
http://www.dealchicken.com,TRUE,1,14,-1,0,-1,0,0,4,0,2,0,0,0,0,,,,,,,,,,,,,
http://www.nbcdfw.com,TRUE,2,9,0,0,0,0,0,0,0,5,0,0,0,0,39,0,0,0,0,0,3,0,1,0,0,0,0
http://www.teleflora.com,FALSE,1,12,0,0,0,0,1,1,0,2,0,0,0,0,,,,,,,,,,,,,
http://www.theknot.com,TRUE,2,7,0,0,0,0,0,0,0,3,0,0,0,0,30,1,1,1,1,1,1,0,2,0,0,0,0
http://www.wajam.com,TRUE,1,13,-1,0,-1,0,1,2,0,2,0,0,0,0,,,,,,,,,,,,,
http://www.diabetes.org,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebags.com,FALSE,2,7,-1,0,-1,0,0,0,0,1,2,0,0,0,20,-1,0,-1,0,0,2,0,0,0,0,0,0
http://www.parade.com,FALSE,1,10,-1,2,-1,2,0,1,0,0,0,1,0,0,,,,,,,,,,,,,
http://www.cincinnati.com,TRUE,1,14,-1,0,-1,0,0,2,0,4,0,0,0,0,,,,,,,,,,,,,
http://www.mylife.com,FALSE,1,12,-1,0,-1,0,0,3,0,1,0,0,0,0,,,,,,,,,,,,,
http://www.ziprealty.com,TRUE,2,6,0,0,0,0,0,0,0,1,1,0,0,0,20,1,1,1,1,0,2,0,0,0,0,0,0
http://www.keyingredient.com,FALSE,2,7,0,0,0,0,0,0,0,1,2,0,0,0,53,-1,0,-1,0,0,4,1,2,2,0,0,0
http://www.pgpartner.com,FALSE,2,6,0,0,0,0,0,0,0,0,2,0,0,0,42,0,0,0,0,2,1,1,0,0,3,0,0
http://www.businessdictionary.com,FALSE,1,15,-1,0,-1,0,2,2,1,2,0,0,0,0,,,,,,,,,,,,,
http://www.rent.com,FALSE,1,22,-1,0,-1,0,3,7,3,0,1,0,0,0,,,,,,,,,,,,,
http://www.askubuntu.com,TRUE,2,7,0,0,0,0,0,0,0,3,0,0,0,0,40,0,0,0,0,0,3,0,1,1,0,0,0
http://www.syfy.com,TRUE,2,5,-1,0,-1,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,3,0,2,0,0,0,0
http://www.paperlesspost.com,FALSE,1,13,-1,0,-1,0,1,2,0,2,0,0,0,0,,,,,,,,,,,,,
http://www.flightstats.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.masslive.com,FALSE,2,13,-1,0,-1,0,2,1,0,0,2,0,0,0,49,0,0,0,0,0,4,0,1,0,0,0,0
http://www.depositfiles.com,FALSE,2,5,1,4,1,4,0,0,0,1,0,0,0,0,61,0,0,0,0,1,4,2,1,0,0,0,0
http://www.eviesays.com,FALSE,2,6,0,0,0,0,0,0,0,1,1,0,0,0,999,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA
http://www.viator.com,FALSE,2,6,0,0,0,0,0,0,0,1,1,0,1,0,19,0,0,0,0,1,0,0,0,0,1,0,0
http://www.wikidot.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.pjmedia.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.lockerz.com,FALSE,1,13,-1,0,-1,0,2,1,0,1,0,1,0,0,,,,,,,,,,,,,
http://www.badoo.com,TRUE,1,14,0,0,0,0,1,3,0,0,2,0,0,0,,,,,,,,,,,,,
http://www.thestar.com,TRUE,2,5,0,0,0,1,0,0,0,0,1,0,0,0,29,0,0,0,0,0,2,0,0,1,0,0,0
http://www.gamesgames.com,TRUE,2,6,0,2,0,2,0,0,0,1,1,0,0,0,50,0,0,0,0,0,4,0,1,1,0,0,0
http://www.kinja.com,FALSE,2,6,0,0,0,0,0,0,0,2,0,0,0,0,30,-1,0,-1,0,0,2,1,1,0,0,0,0
http://www.virtualtourist.com,TRUE,2,6,0,0,0,0,0,0,0,0,2,0,0,0,51,0,0,0,0,2,2,1,1,1,0,0,0
http://www.indystar.com,TRUE,2,9,-1,0,-1,0,0,0,0,4,1,0,2,0,42,0,0,0,0,0,3,1,3,0,0,1,0
http://www.newspapers.com,FALSE,1,13,-1,0,-1,0,3,0,0,1,1,0,0,0,,,,,,,,,,,,,
http://www.easytobook.com,FALSE,2,7,-1,0,-1,0,0,0,0,2,1,0,0,0,40,0,0,0,0,0,3,0,2,0,0,0,0
http://www.nextag.com,FALSE,1,12,0,0,0,0,1,1,0,1,0,1,0,0,,,,,,,,,,,,,
http://www.christianitytoday.com,FALSE,1,15,-1,0,-1,0,0,3,0,4,0,0,0,0,,,,,,,,,,,,,
http://www.8tracks.com,FALSE,1,17,0,0,0,0,0,6,0,0,0,3,0,0,,,,,,,,,,,,,
http://www.ngeo.com,FALSE,2,7,0,0,0,0,0,0,0,1,2,0,0,0,40,0,0,0,0,1,2,0,1,1,0,0,0
http://www.entrepreneur.com,FALSE,1,13,-1,0,-1,0,0,3,0,2,0,0,0,0,,,,,,,,,,,,,
http://www.familybuilder.com,TRUE,2,10,0,0,0,0,1,0,0,1,0,0,0,0,19,0,0,0,0,1,0,0,1,0,0,0,0
http://www.destructoid.com,FALSE,2,8,0,0,0,0,0,0,0,4,0,0,0,0,999,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA
http://www.stipple.com,FALSE,2,6,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,0,0,0,2,0,0,0,0,0,0
http://www.games.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.nbcwashington.com,TRUE,2,9,0,0,0,0,0,0,0,5,0,0,0,0,39,1,1,1,1,0,3,0,1,0,0,0,0
http://www.bannersnack.com,FALSE,2,7,0,0,0,0,0,0,0,1,2,0,0,0,40,0,0,0,0,0,3,0,1,0,1,0,0
http://www.flipkey.com,FALSE,2,6,0,0,0,0,0,0,0,1,1,0,0,0,42,0,0,0,0,1,2,1,2,1,0,0,0
http://www.hgtvremodels.com,TRUE,2,8,0,0,0,0,0,0,0,4,0,0,0,0,19,3,4,1,2,1,0,0,1,0,0,1,0
http://www.serverfault.com,TRUE,2,7,0,0,0,0,0,0,0,3,0,0,0,0,40,0,0,0,0,0,3,0,1,1,0,0,0
http://www.phys.org,TRUE,2,5,2,2,3,3,0,0,0,1,0,0,0,0,999,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA
http://www.tvfanatic.com,FALSE,1,12,-1,0,-1,0,0,3,0,0,1,0,0,0,,,,,,,,,,,,,
http://www.pga.com,TRUE,1,5,1,1,1,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
http://www.mirror.co.uk,FALSE,2,5,-1,0,-1,1,0,0,0,0,1,0,0,0,31,-1,2,-1,2,0,2,0,2,0,1,0,0
http://www.wowwiki.com,FALSE,2,8,0,1,0,1,0,0,0,4,0,0,0,0,51,1,1,1,1,0,4,0,2,0,1,0,0
http://www.fatwallet.com,TRUE,1,14,0,0,0,0,2,2,0,2,0,0,0,0,,,,,,,,,,,,,
http://www.sparklit.com,TRUE,2,6,0,0,0,0,0,0,0,2,0,0,0,0,89,0,0,0,0,2,6,0,1,0,0,0,0
http://www.onekingslane.com,FALSE,2,13,0,0,0,0,13,0,0,0,0,0,0,0,19,-1,5,-1,5,0,1,0,1,0,0,0,0
http://www.nbcbayarea.com,TRUE,2,9,0,0,0,0,0,0,0,5,0,0,0,0,39,0,0,0,0,0,3,0,1,0,0,0,0
http://www.pricegrabber.com,FALSE,2,6,0,0,0,0,0,0,0,0,2,0,0,0,42,0,0,0,0,2,1,1,0,0,3,0,0
http://www.aolanswers.com,FALSE,1,999,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
http://www.articlesbase.com,FALSE,1,16,0,0,0,0,3,1,0,4,0,0,0,0,,,,,,,,,,,,,
http://www.trailer.ly,FALSE,1,12,-1,0,-1,0,0,3,0,1,0,0,0,0,,,,,,,,,,,,,
http://www.wyndhamrewards.com,TRUE,1,13,0,0,0,0,0,3,0,2,0,0,0,0,,,,,,,,,,,,,
http://www.fontspace.com,TRUE,2,6,0,0,0,0,0,0,0,2,0,0,0,0,31,1,1,1,1,0,2,1,2,0,0,0,0
http://www.veoh.com,TRUE,1,13,0,0,0,0,1,2,0,1,0,1,0,0,,,,,,,,,,,,,
http://www.oneall.com,TRUE,2,6,-1,5,-1,2,0,0,0,0,2,0,1,0,40,0,0,0,0,0,3,0,2,0,0,0,0
http://www.moddb.com,TRUE,1,13,-1,0,-1,0,0,3,0,1,0,1,0,0,,,,,,,,,,,,,
http://www.mypoints.com,FALSE,2,6,0,0,0,0,0,0,0,2,0,0,0,0,50,0,0,0,0,0,4,0,2,0,0,1,0
http://www.westelm.com,FALSE,2,11,0,0,0,0,0,1,0,2,0,0,1,0,29,0,0,0,0,0,2,0,1,0,0,0,0
http://www.gsn.com,FALSE,2,7,0,0,0,0,0,0,0,3,0,0,1,0,39,0,0,0,0,0,3,0,1,0,0,0,0
http://www.crackberry.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.naturallycurly.com,TRUE,1,12,-1,0,-1,0,1,1,0,2,0,0,0,0,,,,,,,,,,,,,
http://www.managemylife.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.inquirehow.com,FALSE,2,7,0,0,0,0,0,0,0,3,0,0,0,0,39,-1,0,-1,0,3,0,0,1,0,0,0,0
http://www.lyrster.com,FALSE,1,12,0,0,0,0,1,1,0,1,0,1,0,0,,,,,,,,,,,,,
http://www.agame.com,TRUE,2,6,0,2,0,2,0,0,0,2,0,0,0,0,50,0,0,0,0,0,4,0,2,0,0,0,0
http://www.walkscore.com,FALSE,1,12,-1,0,-1,0,2,0,0,2,0,0,0,0,,,,,,,,,,,,,
http://www.neoseeker.com,FALSE,1,13,0,1,0,1,0,3,0,0,2,0,0,0,,,,,,,,,,,,,
http://www.cdbaby.com,FALSE,2,8,0,0,0,0,0,0,0,3,1,0,1,0,20,-1,0,-1,0,0,2,0,0,0,0,0,0
http://www.nbcmiami.com,TRUE,2,9,0,0,0,0,0,0,0,5,0,0,0,0,39,0,0,0,0,0,3,0,1,0,0,0,0
http://www.insiderpages.com,TRUE,1,999,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
http://www.azfamily.com,FALSE,2,6,0,0,0,0,0,0,0,1,1,0,0,0,30,0,2,0,2,0,2,0,1,1,0,0,0
http://www.nikonusa.com,TRUE,2,6,0,2,1,4,0,0,0,1,1,0,0,0,30,0,1,0,1,0,2,1,1,0,0,0,0
http://www.courant.com,TRUE,2,6,0,1,0,1,0,0,0,0,2,0,0,0,10,1,22,1,22,0,1,0,0,0,0,0,0
http://www.timesdispatch.com,TRUE,1,11,-1,0,-1,1,0,2,0,1,0,0,0,0,,,,,,,,,,,,,
http://www.ancientfaces.com,FALSE,2,6,-1,2,-1,2,0,0,0,2,0,0,0,0,20,3,4,3,4,1,0,0,1,0,1,0,0
http://www.trysensa.com,TRUE,2,6,0,0,0,0,0,0,0,2,0,0,1,0,41,0,0,0,0,2,1,0,3,0,0,0,0
http://www.ae.com,TRUE,1,12,-1,0,-1,0,2,0,0,2,0,0,0,0,,,,,,,,,,,,,
http://www.accessatlanta.com,FALSE,2,14,-1,0,-1,0,0,0,0,0,10,0,0,0,10,-1,3,-1,3,0,1,0,0,0,0,0,0
http://www.iwin.com,FALSE,1,12,-1,0,-1,0,0,2,0,0,0,2,0,0,,,,,,,,,,,,,
http://www.digitalpoint.com,TRUE,1,11,-1,0,-1,0,1,1,0,1,0,0,0,0,,,,,,,,,,,,,
http://www.minyanville.com,FALSE,2,7,0,0,0,0,0,0,0,3,0,0,0,0,999,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA
http://www.baseball-reference.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.everydayfamily.com,FALSE,2,5,-1,2,-1,1,0,0,0,1,0,0,1,0,30,0,2,0,2,0,3,0,0,0,0,0,0
http://www.songkick.com,FALSE,2,5,0,0,1,1,0,0,0,1,0,0,0,0,19,1,1,1,1,0,1,0,1,0,0,0,0
http://www.findthedata.org,FALSE,1,10,-1,0,-1,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,
http://www.shopsocially.com,TRUE,2,6,0,0,0,0,0,0,0,2,0,0,0,0,6,2,2,2,2,0,0,0,1,0,1,0,0
http://www.desmoinesregister.com,FALSE,1,14,-1,0,-1,0,0,2,0,4,0,0,0,0,,,,,,,,,,,,,
http://www.globaltestmarket.com,TRUE,1,20,0,0,0,0,6,1,0,5,0,0,0,0,,,,,,,,,,,,,
http://www.voanews.com,FALSE,2,7,0,0,0,0,0,0,0,3,0,0,0,0,46,0,0,0,0,3,0,0,6,0,2,0,0
http://www.katespade.com,FALSE,2,8,0,0,0,0,0,0,0,3,1,0,0,0,40,0,0,0,0,0,3,0,2,0,0,0,0
http://www.vevo.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.carsdirect.com,TRUE,1,13,0,0,0,0,0,3,0,2,0,0,0,0,,,,,,,,,,,,,
http://www.brightlist.com,FALSE,2,6,0,0,0,0,0,0,0,2,0,0,0,0,39,0,0,0,0,3,0,0,1,0,0,0,0
http://www.fitbit.com,TRUE,2,7,0,0,0,0,0,0,0,3,0,0,0,0,20,0,3,0,3,0,2,0,0,0,0,0,0
http://www.wral.com,TRUE,1,11,-1,0,-1,0,0,1,0,0,2,0,0,0,,,,,,,,,,,,,
http://www.wnyc.org,TRUE,2,6,0,1,0,1,0,0,0,1,1,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0
http://www.vladtv.com,FALSE,2,6,1,2,1,2,0,0,0,2,0,0,0,0,30,1,1,1,1,1,1,1,1,0,0,0,0
http://www.crocs.com,FALSE,2,7,0,1,0,1,0,0,0,3,0,0,0,0,41,0,0,0,0,0,3,0,3,0,0,0,0
http://www.wikimapia.org,FALSE,2,5,0,0,0,0,0,0,0,1,0,0,0,0,41,0,0,0,0,1,2,0,3,0,0,0,0
http://www.truecar.com,FALSE,2,7,0,0,0,0,0,0,0,2,1,0,0,0,51,0,0,0,0,1,3,0,3,0,0,0,0
http://www.animoto.com,FALSE,2,7,0,0,0,0,0,0,0,1,2,0,0,0,29,0,0,0,0,1,1,0,1,0,0,0,0
http://www.fncstatic.com,FALSE,1,15,-1,0,-1,0,0,3,0,4,0,0,0,0,,,,,,,,,,,,,
http://www.nbcconnecticut.com,TRUE,2,9,0,0,0,0,0,0,0,5,0,0,0,0,39,0,0,0,0,0,3,0,1,0,0,0,0
http://www.zinio.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.tripadvisor.it,FALSE,1,12,0,0,0,0,0,3,0,1,0,0,0,0,,,,,,,,,,,,,
http://www.bestplaces.net,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.omahasteaks.com,FALSE,1,10,-1,1,-1,0,0,1,0,1,0,0,1,0,,,,,,,,,,,,,
http://www.wftv.com,FALSE,2,14,-1,0,-1,0,0,0,0,0,10,0,0,0,10,-1,5,-1,5,0,1,0,0,0,0,0,0
http://www.pingg.com,FALSE,1,999,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
http://www.skillpages.com,FALSE,2,6,0,0,0,0,0,0,0,2,0,0,0,0,29,0,1,0,1,1,1,0,1,0,0,0,0
http://www.thesuperficial.com,FALSE,1,13,-1,0,-1,0,4,0,0,1,0,0,0,0,,,,,,,,,,,,,
http://www.addictinggames.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.cesarsway.com,FALSE,2,5,0,0,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,3,0,2,0,0,0,0
http://www.allfreecrochet.com,FALSE,1,11,-1,0,-1,0,0,2,0,1,0,0,0,0,,,,,,,,,,,,,
http://www.trustlink.org,TRUE,1,999,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
http://www.ebates.com,FALSE,1,12,-1,0,-1,0,1,1,0,2,0,0,0,0,,,,,,,,,,,,,
http://www.justia.com,TRUE,2,5,0,0,0,0,0,0,0,0,1,0,0,0,999,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA
http://www.agoda.com,TRUE,2,11,-1,0,-1,0,1,0,0,2,0,0,0,0,19,1,1,1,1,0,1,0,0,1,0,0,0
http://www.topicologist.com,FALSE,2,7,0,0,0,0,0,0,0,3,0,0,0,0,39,0,0,0,0,3,0,0,1,0,0,0,0
http://www.complaintsboard.com,TRUE,1,14,0,0,0,0,0,3,1,1,0,1,0,0,,,,,,,,,,,,,
http://www.neatorama.com,FALSE,1,14,-1,0,-1,0,0,3,0,3,0,0,0,0,,,,,,,,,,,,,
http://www.wholefoodsmarket.com,TRUE,2,6,-1,-1,0,0,0,0,0,0,0,0,2,0,20,0,0,0,0,0,2,0,0,0,0,0,0
http://www.haaretz.com,FALSE,1,11,-1,1,-1,1,1,1,0,0,1,0,0,0,,,,,,,,,,,,,
http://www.everytrail.com,FALSE,1,999,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
http://www.hotfrog.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.remax.com,FALSE,1,13,-1,0,-1,0,1,1,0,2,1,0,0,0,,,,,,,,,,,,,
http://www.readability.com,TRUE,2,7,0,0,0,0,0,0,0,3,0,0,0,0,41,0,0,0,0,0,3,0,1,0,2,0,0
http://www.mysurvey.com,TRUE,1,19,0,0,0,0,5,1,0,5,0,0,0,0,,,,,,,,,,,,,
http://www.wpcentral.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.linksys.com,TRUE,2,6,-1,0,-1,0,0,0,0,2,0,0,0,0,20,1,2,1,2,1,1,0,0,0,0,0,0
http://www.whiotv.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.automobilemag.com,FALSE,2,15,-1,0,-1,0,0,0,0,0,11,0,0,0,20,-1,2,-1,2,0,2,0,0,0,0,0,0
http://www.pizap.com,FALSE,2,6,0,0,0,0,0,0,0,1,1,0,0,0,19,0,1,0,1,0,1,0,1,0,0,0,0
http://www.knoxnews.com,FALSE,1,13,-1,0,-1,0,0,2,0,1,0,2,0,0,,,,,,,,,,,,,
http://www.crosscards.com,FALSE,2,7,0,0,0,0,0,0,0,3,0,0,1,0,39,0,0,0,0,0,3,0,1,0,0,0,0
http://www.trails.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.tennessean.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.coolsavings.com,TRUE,2,7,0,0,0,0,0,0,0,1,2,0,0,0,50,0,0,0,0,3,1,0,0,1,1,0,0
http://www.hi5.com,FALSE,1,13,0,0,0,0,0,3,0,1,0,1,0,0,,,,,,,,,,,,,
http://www.redrobin.com,TRUE,2,5,-1,0,-1,0,0,0,0,1,0,0,0,0,30,-1,0,-1,0,0,3,0,0,0,0,0,0
http://www.mynewplace.com,FALSE,1,13,-1,0,-1,0,3,0,0,1,1,0,1,0,,,,,,,,,,,,,
http://www.topspeed.com,TRUE,1,12,-1,0,-1,0,1,2,0,1,0,0,0,0,,,,,,,,,,,,,
http://www.punchtab.com,TRUE,2,7,0,0,0,0,0,0,0,2,1,0,0,0,29,1,2,1,2,0,2,0,0,0,1,0,0
http://www.justdial.com,FALSE,2,10,0,0,0,0,1,0,0,1,0,0,0,0,20,0,1,0,1,1,1,0,0,0,0,0,0
http://www.palmbeachpost.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.windstream.net,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.lyrics.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.kirotv.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.billingsgazette.com,TRUE,2,10,-1,0,-1,0,1,0,0,0,0,1,0,0,19,-1,2,-1,2,1,0,0,1,0,0,0,0
http://www.officer.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.repubblica.it,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.smarturl.it,FALSE,1,11,-1,0,-1,0,0,2,0,1,0,0,0,0,,,,,,,,,,,,,
http://www.atgstores.com,TRUE,2,7,-1,0,-1,0,0,0,0,3,0,0,1,0,41,0,1,0,1,0,3,0,2,1,0,0,0
http://www.vw.com,TRUE,2,6,0,0,0,1,0,0,0,2,0,0,0,0,39,0,0,0,0,0,3,0,1,0,0,0,0
http://www.jackspade.com,FALSE,1,13,-1,0,-1,0,0,3,0,2,0,0,0,0,,,,,,,,,,,,,
http://www.joyus.com,FALSE,1,999,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
http://www.manualslib.com,FALSE,1,12,-1,0,-1,0,2,0,0,2,0,0,0,0,,,,,,,,,,,,,
http://www.pawnation.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.vube.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.hotelsavings.com,FALSE,2,6,0,0,0,0,0,0,0,1,1,0,1,0,999,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA
http://www.wsoctv.com,FALSE,2,14,-1,0,-1,0,0,0,0,0,10,0,0,0,10,-1,5,-1,5,0,1,0,0,0,0,0,0
http://www.aarp.net,TRUE,2,6,0,1,0,1,0,0,0,2,0,0,0,0,40,0,0,0,0,0,3,0,2,0,0,0,0
http://www.ktvu.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.photo.net,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.sonyrewards.com,TRUE,1,14,-1,0,-1,0,0,2,0,3,0,1,0,0,,,,,,,,,,,,,
http://www.vk.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.theberry.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.myview.com,TRUE,1,13,0,0,0,0,0,3,0,2,0,0,0,0,,,,,,,,,,,,,
http://www.armorgames.com,TRUE,2,12,0,0,0,0,0,2,0,2,0,0,0,0,29,0,1,0,1,0,2,0,0,0,1,0,0
http://www.homescape.com,FALSE,2,7,-1,0,-1,0,0,0,0,3,0,0,0,0,40,0,0,0,0,0,3,0,2,0,0,0,0
http://www.pixdaus.com,FALSE,1,12,0,0,0,0,2,1,0,1,0,0,0,0,,,,,,,,,,,,,
http://www.givemesport.com,FALSE,1,999,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
http://www.rgj.com,FALSE,1,14,-1,0,-1,0,0,2,0,4,0,0,0,0,,,,,,,,,,,,,
http://www.adage.com,TRUE,1,12,0,0,0,0,0,3,0,1,0,0,0,0,,,,,,,,,,,,,
http://www.memory-alpha.org,FALSE,2,8,0,1,0,1,0,0,0,4,0,0,0,0,51,0,0,0,0,0,4,0,2,0,1,0,0
http://www.mandatory.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.gamefly.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.blekko.com,TRUE,2,5,-1,1,-1,0,0,0,0,1,0,0,1,0,999,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA
http://www.quibblo.com,TRUE,2,7,0,0,0,0,0,0,0,3,0,0,0,0,10,0,17,0,17,0,1,0,0,0,0,0,0
http://www.kitchendaily.com,FALSE,2,5,0,1,0,1,0,0,0,1,0,0,0,0,52,0,0,0,0,1,3,2,0,0,2,0,0
http://www.southernsavers.com,FALSE,2,5,0,0,1,1,0,0,0,1,0,0,0,0,20,0,1,0,1,0,2,0,0,0,0,0,0
http://www.toluna.com,FALSE,1,15,0,0,0,0,3,2,1,0,0,1,0,0,,,,,,,,,,,,,
http://www.kennedy-center.org,FALSE,2,6,0,0,0,0,0,0,0,2,0,0,1,0,30,0,0,0,0,1,1,0,1,0,1,0,0
http://www.irishcentral.com,FALSE,1,13,-1,0,-1,0,0,3,0,2,0,0,0,0,,,,,,,,,,,,,
http://www.fabkids.com,TRUE,1,12,-1,0,-1,0,1,1,0,1,1,0,0,0,,,,,,,,,,,,,
http://www.americasjobexchange.com,error,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.jobsense.com,FALSE,2,7,0,0,0,0,0,0,0,3,0,0,0,0,39,-1,0,-1,0,3,0,0,1,0,0,0,0
http://www.newspaperarchive.com,FALSE,1,11,0,0,0,0,0,2,0,1,0,0,0,0,,,,,,,,,,,,,
